1	11.60145
2	8.27808
3	7.00193
4	11.73751
5	16.1978
6	11.23787
7	15.00115
8	9.92719
9	12.13655
10	12.33325
11	11.47411
12	8.75495
13	10.1111
14	20.45701
15	7.46958
16	11.82024
17	10.54557
18	12.59275
19	14.40623
20	11.68423
21	15.43083
22	11.65224
23	16.26061
24	15.44816
25	11.98522
26	13.59361
27	10.11963
28	14.51613
29	15.68285
30	10.73402
31	11.16929
32	15.69133
33	12.93395
34	17.43775
35	15.82151
36	13.82422
37	12.32732
38	12.26796
39	13.62892
40	11.4914
41	9.95747
42	15.2836
43	18.09176
44	10.86557
45	13.03475
46	12.03275
47	12.4263
48	11.45532
49	14.98947
50	12.99897
51	12.85685
52	9.64933
53	15.03857
54	14.79382
55	7.52294
56	16.0963
57	13.71268
58	9.85835
59	10.86019
60	11.64842
61	11.49362
62	10.10224
63	17.3032
64	13.51252
65	16.25636
66	7.91995
67	15.14797
68	16.43566
69	15.06422
70	17.11904
71	8.91191
72	14.3314
73	12.88165
74	19.3195
75	16.04717
76	10.59745
77	12.04938
78	12.2128
79	12.5994
80	6.88452
81	11.49778
82	9.12959
83	15.22946
84	8.89022
85	15.43775
86	10.22185
87	15.80224
88	9.97685
89	10.88264
90	13.04212
91	11.58316
92	11.80051
93	8.16826
94	13.22184
95	9.13363
96	12.78895
97	14.06956
98	10.00956
99	16.22896
100	16.15728
101	15.39236
102	11.79212
103	14.62065
104	12.3773
105	10.17936
106	13.03825
107	15.65857
108	16.50683
109	13.59782
110	14.427
111	17.58104
112	10.18172
113	6.6314
114	11.41678
115	8.98415
116	15.88326
117	13.34514
118	12.09348
119	14.71919
120	11.95219
121	15.76451
122	18.16628
123	16.8405
124	8.41368
125	13.99085
126	11.7696
127	15.03049
128	14.95885
129	15.60195
130	9.24059
131	14.11832
132	13.1255
133	7.83743
134	13.04192
135	10.19858
136	13.77628
137	16.73193
138	14.34807
139	10.49583
140	11.97391
141	17.18033
142	9.11368
143	12.8313
144	11.58401
145	13.83466
146	13.73106
147	7.96639
148	10.52651
149	19.13218
150	11.98153
151	13.80368
152	17.38899
153	13.60695
154	18.91811
